Country,Year,Life_expectancy_at_birth,Expected_years_of_schooling,Average_of_years_of_schooling,GNI_per_capita_PPP,life_expectancy_index,Education_Index,GNI_Index,HDI_1,HDI_calculated,HDI_3,happiness_score,gdp_per_capita,family,health,freedom,generosity,government_trust,dystopia_residual,continent,social_support,cpi_score
New Zealand,2018,82.15,18.84,12.68,35107.5,0.96,0.98,0.89,0.92,0.94,0.92,7.324,1.268,0.0,0.876,0.669,0.365,0.389,0.0,Australia,1.601,87
New Zealand,2017,82.002,18.9,12.5,39330.0,0.95,0.98,0.9,0.92,0.94,0.92,7.307,1.303,0.0,1.026,0.585,0.33,0.38,0.0,Australia,1.557,89
New Zealand,2016,81.859,18.9,12.5,38630.0,0.95,0.98,0.9,0.92,0.94,0.92,7.286,1.25018,1.31967,0.90837,0.63938,0.47501,0.42922,2.26425,Australia,0.0,90
New Zealand,2015,81.713,18.9,12.4,36210.0,0.95,0.97,0.89,0.91,0.94,0.91,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702,2.046456337,Australia,0.0,91
Netherlands,2018,82.14,18.04,12.19,50012.59,0.96,0.94,0.94,0.93,0.94,0.93,7.441,1.361,0.0,0.878,0.638,0.333,0.295,0.0,Europe,1.488,82
Netherlands,2017,82.004,18.0,12.2,55770.0,0.95,0.94,0.96,0.93,0.95,0.93,7.488,1.396,0.0,0.999,0.557,0.322,0.298,0.0,Europe,1.522,82
Netherlands,2016,81.862,18.0,12.1,51510.0,0.95,0.94,0.94,0.93,0.94,0.93,7.378,1.32944,1.28017,0.89284,0.61576,0.4761,0.31814,2.4657,Europe,0.0,83
Netherlands,2015,81.715,18.1,12.1,50340.0,0.95,0.94,0.94,0.93,0.94,0.93,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.47048983,0.282661825,2.294804096,Europe,0.0,84
Nepal,2018,70.48,12.2,4.86,2748.2,0.78,0.54,0.5,0.58,0.59,0.58,4.88,0.425,0.0,0.539,0.526,0.302,0.078,0.0,Asia,1.228,31
Nepal,2017,70.169,12.2,4.9,3140.0,0.77,0.54,0.52,0.57,0.6,0.57,4.913,0.446,0.0,0.677,0.439,0.285,0.089,0.0,Asia,1.226,31
Nepal,2016,69.848,12.2,4.9,2620.0,0.77,0.54,0.49,0.57,0.59,0.57,4.514,0.35997,0.86449,0.56874,0.38282,0.32296,0.05907,1.95637,Asia,0.0,29
Nepal,2015,69.515,12.2,4.7,2680.0,0.76,0.54,0.5,0.57,0.59,0.57,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.394096166,0.072975546,1.891241074,Asia,0.0,27
Myanmar,2018,66.87,10.32,4.95,5763.94,0.72,0.48,0.61,0.58,0.6,0.58,4.308,0.682,0.0,0.429,0.58,0.598,0.178,0.0,Asia,1.174,29
Myanmar,2017,66.558,10.0,4.9,4480.0,0.72,0.47,0.57,0.58,0.58,0.58,4.36,0.71,0.0,0.555,0.525,0.566,0.172,0.0,Asia,1.181,30
Myanmar,2016,66.205,10.0,4.9,4220.0,0.71,0.47,0.57,0.57,0.57,0.57,4.307,0.27108,0.70905,0.48246,0.44017,0.79588,0.19034,1.41805,Asia,0.0,28
Myanmar,2015,65.81,9.9,4.9,4180.0,0.7,0.47,0.56,0.56,0.57,0.57,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.838075161,0.188816205,1.115290403,Asia,0.0,22
Morocco,2018,76.45,13.07,5.51,7479.59,0.87,0.59,0.65,0.68,0.69,0.68,5.254,0.779,0.0,0.669,0.46,0.026,0.074,0.0,Africa,0.797,43
Morocco,2017,76.218,12.4,5.5,8110.0,0.86,0.57,0.66,0.67,0.69,0.67,5.208,0.801,0.0,0.782,0.418,0.036,0.076,0.0,Africa,0.782,40
Morocco,2016,75.974,12.4,5.4,7730.0,0.86,0.56,0.66,0.67,0.68,0.66,5.013,0.73479,0.64095,0.60954,0.41691,0.07172,0.08546,2.45373,Africa,0.0,37
Morocco,2015,75.726,12.3,5.0,7670.0,0.86,0.55,0.66,0.66,0.68,0.66,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.032209955,0.087763183,2.456189394,Africa,0.0,36
Montenegro,2018,76.77,15.03,11.39,17510.71,0.87,0.82,0.78,0.82,0.82,0.82,5.347,1.017,0.0,0.729,0.259,0.111,0.081,0.0,Europe,1.279,45
Montenegro,2017,76.667,14.9,11.3,20110.0,0.87,0.81,0.8,0.81,0.83,0.81,5.523,1.051,0.0,0.871,0.197,0.142,0.08,0.0,Europe,1.361,46
Montenegro,2016,76.568,14.9,11.3,18360.0,0.87,0.81,0.79,0.81,0.82,0.81,5.192,0.97438,0.90557,0.72521,0.1826,0.1614,0.14296,2.10017,Europe,0.0,45
Montenegro,2015,76.452,14.9,11.3,16700.0,0.87,0.81,0.77,0.81,0.82,0.81,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.197911024,0.088174194,1.729191542,Europe,0.0,44
Mongolia,2018,69.69,14.21,10.17,10783.71,0.76,0.76,0.71,0.73,0.74,0.73,5.125,0.914,0.0,0.575,0.395,0.253,0.032,0.0,Asia,1.517,37
Mongolia,2017,69.509,15.5,10.1,9720.0,0.76,0.8,0.69,0.73,0.75,0.74,5.285,0.948,0.0,0.667,0.317,0.235,0.038,0.0,Asia,1.531,36
Mongolia,2016,69.321,15.5,10.1,9860.0,0.76,0.8,0.69,0.73,0.75,0.74,4.874,0.82819,1.3006,0.60268,0.43626,0.3323,0.02666,1.34759,Asia,0.0,38
Mongolia,2015,69.111,15.0,10.1,9880.0,0.76,0.78,0.69,0.74,0.74,0.74,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.33846423,0.032902289,1.111292362,Asia,0.0,39
Moldova,2018,71.81,11.61,11.56,6833.11,0.8,0.71,0.64,0.71,0.71,0.71,5.64,0.657,0.0,0.62,0.232,0.171,0.0,0.0,Europe,1.301,33
Moldova,2017,71.717,11.6,11.6,12320.0,0.8,0.71,0.73,0.71,0.74,0.7,5.529,0.685,0.0,0.739,0.245,0.181,0.0,0.0,Europe,1.328,31
Moldova,2016,71.617,11.6,11.6,13060.0,0.79,0.71,0.74,0.71,0.75,0.7,5.889,0.59448,1.01528,0.61826,0.32818,0.20951,0.01615,3.10712,Europe,0.0,30
Moldova,2015,71.478,11.6,11.6,11290.0,0.79,0.71,0.71,0.7,0.74,0.69,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.208779126,0.010091286,2.807808399,Europe,0.0,33
Mexico,2018,74.99,14.3,8.6,17628.12,0.85,0.72,0.78,0.77,0.78,0.77,6.488,1.038,0.0,0.761,0.479,0.069,0.095,0.0,North America,1.252,28
Mexico,2017,74.947,14.1,8.6,19300.0,0.85,0.71,0.79,0.76,0.78,0.77,6.595,1.07,0.0,0.861,0.433,0.074,0.073,0.0,North America,1.323,29
Mexico,2016,74.917,14.1,8.6,18810.0,0.84,0.71,0.79,0.76,0.78,0.77,7.187,1.02054,0.91451,0.81444,0.48181,0.14074,0.21312,3.60214,North America,0.0,30
Mexico,2015,74.904,13.7,8.6,17830.0,0.84,0.7,0.78,0.76,0.77,0.77,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,2.837154865,North America,0.0,31
Mauritius,2018,74.86,14.97,9.43,22724.23,0.84,0.76,0.82,0.8,0.81,0.8,5.891,1.09,0.0,0.684,0.584,0.245,0.05,0.0,Africa,1.387,51
Mauritius,2017,74.743,15.1,9.3,23560.0,0.84,0.76,0.83,0.79,0.81,0.79,5.888,1.12,0.0,0.798,0.498,0.215,0.06,0.0,Africa,1.402,50
Mauritius,2016,74.626,15.1,9.3,22390.0,0.84,0.76,0.82,0.79,0.81,0.79,5.477,1.00761,0.98521,0.7095,0.56066,0.37744,0.07521,1.76145,Africa,0.0,54
Mauritius,2015,74.5,15.1,9.1,20860.0,0.84,0.76,0.81,0.79,0.8,0.78,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.360933751,0.042181555,1.697583914,Africa,0.0,53
Mauritania,2018,64.7,8.47,4.61,3746.08,0.69,0.41,0.55,0.53,0.54,0.53,4.356,0.557,0.0,0.292,0.129,0.134,0.093,0.0,Africa,1.245,27
Mauritania,2017,64.464,8.6,4.5,3610.0,0.68,0.41,0.54,0.52,0.53,0.52,4.49,0.57,0.0,0.489,0.066,0.106,0.088,0.0,Africa,1.167,28
Mauritania,2016,64.208,8.6,4.4,3350.0,0.68,0.41,0.53,0.52,0.53,0.52,4.436,0.45407,0.86908,0.35874,0.24232,0.219,0.17461,2.11773,Africa,0.0,27
Mauritania,2015,63.936,8.6,4.3,3160.0,0.68,0.41,0.52,0.52,0.52,0.51,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.201870024,0.136957005,1.651637316,Africa,0.0,31
Malta,2018,82.38,15.9,11.29,34795.18,0.96,0.84,0.88,0.89,0.89,0.89,6.627,1.27,0.0,0.884,0.645,0.376,0.142,0.0,Europe,1.525,54
Malta,2017,82.221,15.9,11.3,38370.0,0.96,0.84,0.9,0.88,0.9,0.88,6.726,1.3,0.0,0.999,0.564,0.375,0.151,0.0,Europe,1.52,56
Malta,2016,82.063,15.9,11.3,35720.0,0.95,0.84,0.89,0.88,0.89,0.88,6.302,1.2074,1.30203,0.88721,0.60365,0.51752,0.13586,1.6488,Europe,0.0,55
Malta,2015,81.896,15.7,11.2,34280.0,0.95,0.83,0.88,0.88,0.89,0.87,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.574730575,0.153066069,1.556862831,Europe,0.0,60
Mali,2018,58.89,7.6,2.35,1965.39,0.6,0.32,0.45,0.43,0.44,0.43,4.447,0.37,0.0,0.152,0.367,0.139,0.056,0.0,Africa,1.233,32
Mali,2017,58.452,7.7,2.3,2180.0,0.59,0.32,0.47,0.43,0.45,0.43,4.39,0.385,0.0,0.308,0.327,0.153,0.052,0.0,Africa,1.105,31
Mali,2016,57.987,7.5,2.3,2130.0,0.58,0.31,0.46,0.42,0.44,0.42,3.995,0.26074,1.03526,0.20583,0.38857,0.18798,0.12352,1.79293,Africa,0.0,32
Mali,2015,57.509,7.5,2.3,1990.0,0.58,0.31,0.45,0.41,0.43,0.42,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.183354199,0.104970247,1.668190956,Africa,0.0,35
Malaysia,2018,76.0,13.47,10.16,27226.68,0.86,0.73,0.85,0.8,0.81,0.8,6.322,1.161,0.0,0.669,0.356,0.311,0.059,0.0,Asia,1.258,47
Malaysia,2017,75.828,13.7,10.2,25900.0,0.86,0.74,0.84,0.8,0.81,0.8,5.339,1.221,0.0,0.828,0.508,0.26,0.024,0.0,Asia,1.171,47
Malaysia,2016,75.649,13.7,10.2,24840.0,0.86,0.74,0.83,0.8,0.81,0.8,5.77,1.12486,1.07023,0.72394,0.53024,0.33075,0.10501,1.88541,Asia,0.0,49
Malaysia,2015,75.461,13.5,10.2,24120.0,0.85,0.73,0.83,0.8,0.8,0.8,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,2.004448891,Asia,0.0,50
Malawi,2018,63.8,10.95,4.63,1159.12,0.67,0.49,0.37,0.49,0.5,0.49,3.587,0.186,0.0,0.306,0.531,0.21,0.08,0.0,Africa,0.541,32
Malawi,2017,63.279,10.8,4.5,1030.0,0.67,0.49,0.35,0.48,0.48,0.48,3.41,0.191,0.0,0.495,0.443,0.218,0.089,0.0,Africa,0.56,31
Malawi,2016,62.681,10.8,4.5,1020.0,0.66,0.49,0.35,0.48,0.48,0.47,4.292,0.01604,0.41134,0.22562,0.43054,0.33128,0.06977,2.80791,Africa,0.0,31
Malawi,2015,61.953,10.7,4.4,990.0,0.65,0.48,0.35,0.47,0.47,0.47,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.28717047,0.072711654,2.081786156,Africa,0.0,31
Madagascar,2018,66.68,10.41,6.1,1403.92,0.72,0.52,0.4,0.52,0.53,0.52,3.774,0.262,0.0,0.402,0.221,0.155,0.049,0.0,Africa,0.908,25
Madagascar,2017,66.311,10.6,6.1,1540.0,0.71,0.52,0.41,0.52,0.54,0.52,3.933,0.274,0.0,0.555,0.148,0.169,0.041,0.0,Africa,0.916,24
Madagascar,2016,65.931,10.6,6.1,1550.0,0.71,0.52,0.41,0.52,0.53,0.52,3.681,0.20824,0.66801,0.46721,0.19184,0.21333,0.08124,1.851,Africa,0.0,26
Madagascar,2015,65.539,10.6,6.1,1500.0,0.7,0.52,0.41,0.51,0.53,0.51,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.20873253,0.067231975,1.584612608,Africa,0.0,28
Luxembourg,2018,82.1,14.23,12.2,65543.05,0.96,0.81,0.98,0.91,0.91,0.91,6.91,1.576,0.0,0.896,0.632,0.196,0.321,0.0,Europe,1.52,81
Luxembourg,2017,81.955,14.0,12.1,72750.0,0.95,0.8,1.0,0.91,0.91,0.9,7.09,1.609,0.0,1.012,0.526,0.194,0.316,0.0,Europe,1.479,82
Luxembourg,2016,81.803,14.0,12.1,70450.0,0.95,0.8,0.99,0.9,0.91,0.9,6.946,1.56391,1.21963,0.91894,0.61583,0.28034,0.37798,1.96961,Europe,0.0,81
Luxembourg,2015,81.636,14.0,12.0,67590.0,0.95,0.8,0.98,0.9,0.91,0.9,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.283180982,0.318834424,1.619512081,Europe,0.0,85
Lithuania,2018,75.74,16.5,12.96,29775.26,0.86,0.91,0.86,0.87,0.88,0.87,5.952,1.197,0.0,0.716,0.35,0.026,0.006,0.0,Europe,1.527,59
Lithuania,2017,75.507,16.1,13.0,32560.0,0.85,0.9,0.87,0.87,0.88,0.86,6.149,1.238,0.0,0.818,0.291,0.043,0.042,0.0,Europe,1.515,59
Lithuania,2016,75.238,16.1,13.0,29790.0,0.85,0.9,0.86,0.86,0.87,0.86,5.833,1.14723,1.25745,0.73128,0.21342,0.02641,0.01031,2.44649,Europe,0.0,59
Lithuania,2015,74.923,16.1,13.0,27780.0,0.84,0.9,0.85,0.86,0.86,0.85,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.010164657,0.011865643,2.228440523,Europe,0.0,59
Libya,2018,72.72,12.79,7.56,11684.73,0.81,0.64,0.72,0.71,0.72,0.71,5.566,0.985,0.0,0.553,0.496,0.116,0.148,0.0,Africa,1.35,17
Libya,2017,72.52,13.4,7.3,13690.0,0.81,0.65,0.74,0.7,0.73,0.71,5.525,1.044,0.0,0.673,0.416,0.133,0.152,0.0,Africa,1.303,17
Libya,2016,72.311,13.4,7.3,11430.0,0.8,0.65,0.72,0.69,0.72,0.69,5.754,1.13145,1.11862,0.7038,0.41668,0.18295,0.11023,2.09066,Africa,0.0,14
Libya,2015,72.121,13.4,7.3,12740.0,0.8,0.65,0.73,0.69,0.73,0.69,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.152073666,0.09261021,1.835011244,Africa,0.0,16
Liberia,2018,63.73,9.58,4.67,1040.09,0.67,0.45,0.35,0.46,0.47,0.46,3.495,0.076,0.0,0.267,0.419,0.206,0.03,0.0,Africa,0.858,32
Liberia,2017,63.295,10.0,4.7,1380.0,0.67,0.46,0.4,0.47,0.5,0.44,3.975,0.073,0.0,0.443,0.37,0.233,0.033,0.0,Africa,0.922,31
Liberia,2016,62.802,10.0,4.5,1260.0,0.66,0.46,0.38,0.46,0.49,0.43,4.571,0.0712,0.78968,0.34201,0.28531,0.24362,0.06232,2.77729,Africa,0.0,37
Liberia,2015,62.269,10.0,4.4,1180.0,0.65,0.46,0.37,0.46,0.48,0.43,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.266549885,0.038948249,1.673285961,Africa,0.0,37
Lebanon,2018,78.88,11.29,8.7,11136.25,0.91,0.62,0.71,0.73,0.74,0.73,5.358,0.965,0.0,0.785,0.503,0.214,0.136,0.0,Asia,1.179,28
Lebanon,2017,78.833,12.5,8.7,16070.0,0.91,0.66,0.77,0.73,0.77,0.76,5.197,0.987,0.0,0.815,0.216,0.166,0.027,0.0,Asia,1.224,28
Lebanon,2016,78.8,12.5,8.6,15250.0,0.9,0.66,0.76,0.73,0.77,0.75,4.839,1.02564,0.80001,0.83947,0.33916,0.21854,0.04582,1.57059,Asia,0.0,28
Lebanon,2015,78.768,12.5,8.5,14920.0,0.9,0.65,0.76,0.73,0.76,0.75,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.264450759,0.03751383,1.695073843,Asia,0.0,28
Latvia,2018,75.17,15.98,12.83,26300.77,0.85,0.89,0.84,0.85,0.86,0.85,5.933,1.148,0.0,0.671,0.363,0.092,0.066,0.0,Europe,1.454,58
Latvia,2017,75.048,15.8,12.8,28360.0,0.85,0.88,0.85,0.85,0.86,0.85,5.94,1.187,0.0,0.812,0.264,0.075,0.064,0.0,Europe,1.465,58
Latvia,2016,74.91,15.8,12.8,26340.0,0.84,0.88,0.84,0.85,0.86,0.84,5.098,1.11312,1.09562,0.72437,0.29671,0.18226,0.06332,1.62215,Europe,0.0,57
Latvia,2015,74.733,15.8,12.8,24690.0,0.84,0.88,0.83,0.84,0.85,0.84,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.153074786,0.073842727,1.993655205,Europe,0.0,56
Kyrgyzstan,2018,71.32,13.36,10.88,3316.79,0.79,0.75,0.53,0.67,0.68,0.67,5.131,0.53,0.0,0.594,0.54,0.281,0.035,0.0,Asia,1.416,29
Kyrgyzstan,2017,71.193,13.4,10.9,4800.0,0.79,0.75,0.58,0.67,0.7,0.67,5.261,0.551,0.0,0.723,0.508,0.3,0.023,0.0,Asia,1.438,29
Kyrgyzstan,2016,71.054,13.4,10.9,5020.0,0.79,0.75,0.59,0.67,0.7,0.67,5.286,0.47428,1.15115,0.65088,0.43477,0.3003,0.04232,2.2327,Asia,0.0,28
Kyrgyzstan,2015,70.876,13.3,10.8,4460.0,0.78,0.74,0.57,0.67,0.69,0.67,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.428580374,0.039439179,1.536723137,Asia,0.0,28
Kuwait,2018,75.4,13.76,7.28,71164.22,0.85,0.66,0.99,0.81,0.82,0.81,6.083,1.474,0.0,0.675,0.554,0.167,0.106,0.0,Asia,1.301,41
Kuwait,2017,75.311,13.6,7.3,59260.0,0.85,0.66,0.96,0.81,0.81,0.8,6.021,1.5,0.0,0.808,0.493,0.142,0.097,0.0,Asia,1.319,39
Kuwait,2016,75.224,13.6,7.2,51550.0,0.85,0.65,0.94,0.81,0.81,0.8,6.295,1.55422,1.16594,0.72492,0.55499,0.16228,0.25609,1.87634,Asia,0.0,41
Kuwait,2015,75.13,13.6,7.1,52880.0,0.85,0.65,0.95,0.81,0.81,0.8,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.228289798,0.21515955,1.640425205,Asia,0.0,49
Kenya,2018,66.34,11.06,6.56,3051.69,0.71,0.55,0.52,0.58,0.59,0.58,4.41,0.493,0.0,0.454,0.504,0.352,0.055,0.0,Africa,1.048,27
Kenya,2017,65.909,12.1,6.5,4000.0,0.71,0.58,0.56,0.57,0.61,0.59,4.509,0.512,0.0,0.581,0.431,0.372,0.053,0.0,Africa,0.983,28
Kenya,2016,65.393,11.9,6.4,3620.0,0.7,0.57,0.54,0.57,0.6,0.59,4.419,0.36471,0.99876,0.41435,0.42215,0.37542,0.05839,1.78555,Africa,0.0,26
Kenya,2015,64.798,11.7,6.3,3330.0,0.69,0.57,0.53,0.56,0.59,0.58,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.444860309,0.064641319,1.651902199,Africa,0.0,25
Kazakhstan,2018,73.24,15.27,11.78,22167.7,0.82,0.84,0.82,0.82,0.82,0.82,5.79,1.143,0.0,0.631,0.454,0.148,0.121,0.0,Asia,1.516,31
Kazakhstan,2017,72.728,15.1,11.8,22160.0,0.81,0.83,0.82,0.81,0.82,0.8,5.809,1.173,0.0,0.729,0.41,0.146,0.096,0.0,Asia,1.508,31
Kazakhstan,2016,72.081,15.0,11.7,24280.0,0.8,0.83,0.83,0.81,0.82,0.8,5.855,1.12254,1.12241,0.64368,0.51649,0.11827,0.08454,2.24729,Asia,0.0,29
Kazakhstan,2015,71.319,15.0,11.7,23860.0,0.79,0.83,0.83,0.81,0.81,0.8,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,1.784892559,Asia,0.0,28
Jordan,2018,74.41,11.88,10.45,8267.81,0.84,0.69,0.67,0.72,0.73,0.72,5.161,0.822,0.0,0.645,0.468,0.13,0.134,0.0,Asia,1.265,49
Jordan,2017,74.292,13.1,10.4,9790.0,0.84,0.73,0.69,0.72,0.75,0.74,4.906,0.837,0.0,0.815,0.383,0.11,0.13,0.0,Asia,1.225,48
Jordan,2016,74.184,13.1,10.4,9120.0,0.83,0.73,0.68,0.72,0.74,0.74,5.192,0.90198,1.05392,0.69639,0.40661,0.11053,0.14293,1.87996,Asia,0.0,48
Jordan,2015,74.078,13.0,10.3,9140.0,0.83,0.72,0.68,0.72,0.74,0.73,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.17217046,0.119803272,1.791176558,Asia,0.0,53
Japan,2018,84.47,15.23,12.8,40799.01,0.99,0.86,0.91,0.91,0.92,0.91,5.915,1.294,0.0,0.988,0.553,0.079,0.15,0.0,Asia,1.462,73
Japan,2017,84.29,15.2,12.8,42290.0,0.99,0.86,0.91,0.91,0.92,0.91,5.886,1.327,0.0,1.088,0.445,0.069,0.14,0.0,Asia,1.419,73
Japan,2016,84.09,15.2,12.7,41350.0,0.99,0.86,0.91,0.91,0.92,0.91,5.987,1.27074,1.25712,0.99111,0.49615,0.10705,0.1806,1.68435,Asia,0.0,72
Japan,2015,83.879,15.2,12.5,41950.0,0.98,0.85,0.91,0.91,0.91,0.91,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,1.363223553,Asia,0.0,75
Jamaica,2018,74.37,13.14,9.8,7931.52,0.84,0.71,0.66,0.73,0.73,0.73,5.89,0.819,0.0,0.693,0.575,0.096,0.031,0.0,South America,1.493,44
Jamaica,2017,74.267,13.1,9.8,9320.0,0.83,0.71,0.68,0.72,0.74,0.73,5.89,0.831,0.0,0.831,0.49,0.107,0.028,0.0,South America,1.478,44
Jamaica,2016,74.175,13.1,9.8,8800.0,0.83,0.71,0.68,0.72,0.74,0.73,5.709,0.81038,1.15102,0.68741,0.50442,0.2123,0.02299,2.32038,South America,0.0,39
Jamaica,2015,74.098,13.1,9.6,8520.0,0.83,0.7,0.67,0.72,0.73,0.73,5.31099987,0.925579309,1.368218064,0.641022384,0.474307239,0.233818337,0.055267781,1.612325668,South America,0.0,41
Italy,2018,83.35,16.25,10.25,36141.43,0.97,0.83,0.89,0.88,0.89,0.88,6.0,1.264,0.0,0.946,0.281,0.137,0.028,0.0,Europe,1.501,52
Italy,2017,83.184,16.3,10.2,42010.0,0.97,0.83,0.91,0.88,0.9,0.88,6.223,1.294,0.0,1.039,0.231,0.158,0.03,0.0,Europe,1.488,50
Italy,2016,83.008,16.3,10.2,40030.0,0.97,0.83,0.91,0.88,0.9,0.88,5.948,1.25114,1.19777,0.95446,0.26236,0.22823,0.02901,2.02518,Europe,0.0,47
Italy,2015,82.828,16.3,10.2,36650.0,0.97,0.83,0.89,0.88,0.89,0.88,5.964000225,1.395066619,1.444923282,0.853144348,0.256450713,0.172789648,0.028028091,1.813312054,Europe,0.0,44
Israel,2018,82.82,15.99,12.96,33649.69,0.97,0.89,0.88,0.91,0.91,0.91,6.814,1.301,0.0,0.883,0.533,0.354,0.272,0.0,Asia,1.559,61
Israel,2017,82.663,15.9,13.0,38570.0,0.96,0.89,0.9,0.9,0.92,0.9,7.139,1.276,0.0,1.029,0.371,0.261,0.082,0.0,Asia,1.455,62
Israel,2016,82.503,15.9,13.0,37500.0,0.96,0.89,0.9,0.9,0.92,0.9,7.278,1.22857,1.22393,0.91387,0.41319,0.33172,0.07785,3.08854,Asia,0.0,64
Israel,2015,82.34,16.0,13.0,35130.0,0.96,0.89,0.89,0.9,0.91,0.9,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,2.801757336,Asia,0.0,61
Ireland,2018,82.1,18.79,12.53,55659.68,0.96,0.97,0.95,0.94,0.96,0.94,6.977,1.448,0.0,0.876,0.614,0.307,0.306,0.0,Europe,1.583,73
Ireland,2017,81.872,19.6,12.5,61590.0,0.95,1.0,0.97,0.94,0.97,0.94,7.021,1.499,0.0,0.999,0.516,0.298,0.31,0.0,Europe,1.553,74
Ireland,2016,81.615,19.6,12.5,59070.0,0.95,1.0,0.96,0.94,0.97,0.93,6.94,1.33596,1.36948,0.89533,0.61777,0.45901,0.28703,1.9757,Europe,0.0,73
Ireland,2015,81.344,19.6,12.3,52990.0,0.94,1.0,0.95,0.93,0.96,0.93,6.977000237,1.535706639,1.558231115,0.809782624,0.573110342,0.427858323,0.298388153,1.773869038,Europe,0.0,75
Iraq,2018,70.45,11.15,7.32,15364.96,0.78,0.57,0.76,0.69,0.7,0.69,4.456,1.01,0.0,0.536,0.304,0.148,0.095,0.0,Asia,0.971,18
Iraq,2017,70.294,11.0,6.8,10850.0,0.77,0.56,0.71,0.68,0.67,0.69,4.437,1.043,0.0,0.574,0.241,0.148,0.089,0.0,Asia,0.98,18
Iraq,2016,70.122,10.1,6.7,9720.0,0.77,0.52,0.69,0.67,0.65,0.67,4.677,0.98549,0.81889,0.60237,0.0,0.17922,0.13788,1.95335,Asia,0.0,17
Iraq,2015,69.929,10.1,6.6,10220.0,0.77,0.52,0.7,0.66,0.65,0.67,4.497000217,1.102710485,0.978613198,0.50118047,0.288555533,0.199637264,0.107215755,1.318907261,Asia,0.0,16
Iran,2018,76.48,14.73,10.01,18166.47,0.87,0.77,0.79,0.8,0.81,0.8,4.707,1.059,0.0,0.691,0.459,0.282,0.129,0.0,Asia,0.771,28
Iran,2017,76.271,14.9,9.8,14560.0,0.87,0.77,0.75,0.8,0.79,0.8,4.548,1.1,0.0,0.785,0.305,0.27,0.125,0.0,Asia,0.842,30
Iran,2016,76.047,14.9,9.8,13650.0,0.86,0.77,0.74,0.8,0.79,0.8,4.686,1.0088,0.54447,0.69805,0.30033,0.38086,0.05863,1.6944,Asia,0.0,29
Iran,2015,75.796,14.9,9.8,13300.0,0.86,0.77,0.74,0.79,0.79,0.79,4.691999912,1.156873107,0.711551249,0.639333189,0.249322608,0.387242913,0.048761073,1.498734951,Asia,0.0,27
Indonesia,2018,71.51,12.92,7.98,11255.78,0.79,0.65,0.71,0.71,0.72,0.71,5.093,0.899,0.0,0.522,0.538,0.484,0.018,0.0,Asia,1.215,38
Indonesia,2017,71.282,12.8,8.0,10580.0,0.79,0.65,0.7,0.7,0.71,0.69,5.192,0.931,0.0,0.66,0.491,0.498,0.028,0.0,Asia,1.203,37
Indonesia,2016,71.035,12.8,8.0,10160.0,0.79,0.65,0.7,0.7,0.71,0.69,5.399,0.82827,1.08708,0.63793,0.46611,0.51535,0.0,1.86399,Asia,0.0,37
Indonesia,2015,70.768,12.7,7.9,9910.0,0.78,0.64,0.69,0.7,0.7,0.69,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,1.429476976,Asia,0.0,36
India,2018,69.42,12.35,6.45,6828.6,0.76,0.59,0.64,0.65,0.66,0.65,4.19,0.721,0.0,0.485,0.539,0.172,0.093,0.0,Asia,0.747,41
India,2017,69.165,12.3,6.4,6120.0,0.76,0.59,0.62,0.64,0.65,0.64,4.015,0.755,0.0,0.588,0.498,0.2,0.085,0.0,Asia,0.765,40
